query_id,rank,doc_id,score
3,6,160,8.23419555679685
3,7,803,8.112212979174405
3,8,914,7.998052187395757
3,9,85,7.5869077949625945
3,10,1277,7.57616467485612
3,11,445,7.545398373842856
3,12,1249,7.350539366843955
3,13,1235,7.278102172935942
3,14,599,7.189826788367885
3,15,1169,7.003561212282167
3,16,1142,6.875033793496581
3,17,837,6.84299967160947
3,18,363,6.757074281553569
3,19,1037,6.187303325283393
3,20,885,6.129890530955292
3,21,899,5.969227307884198
3,22,1154,5.828203389175244
3,23,158,5.8058372474048
3,24,1118,5.764738335348667
3,25,1326,5.759201007213483
3,26,1198,5.680136508900693
3,27,177,5.647199541257815
3,28,496,5.631514152878559
3,29,501,5.610280285804283
3,30,119,5.610280285804283
3,31,539,5.580872436090449
3,32,557,5.501780507894818
3,33,706,5.50053716575863
3,34,1358,5.4776239162886355
3,35,163,5.470574593557721
3,36,1255,5.462884100563057
3,37,845,5.438323848151403
3,38,132,5.408165548893023
3,39,1437,5.370941094764502
3,40,268,5.358172508736521
3,41,1314,5.3536168080509885
3,42,1445,5.3339622020453445
3,43,31,5.302693750389285
3,44,592,5.267114548825202
3,45,185,5.2515301523206315
3,46,463,5.243659894909048
3,47,1133,5.188436781496025
3,48,1191,5.150388787908273
3,49,1044,5.146684628661264
3,50,1258,5.125526718620657
3,51,582,5.108048674423882
3,52,172,5.107066006235195
3,53,123,5.06328900851179
3,54,1190,5.048030461482703
3,55,1455,5.036421321635284
3,56,1136,5.024550933082214
3,57,1137,5.021330687566158
3,58,1330,4.893178521980297
3,59,898,4.879942927319748
3,60,449,4.8489314897624105
3,61,900,4.839049239955184
3,62,118,4.7969166149024645
3,63,1016,4.737044703460859
3,64,685,4.6854875355388135
3,65,1339,4.666717451490985
3,66,570,4.596540919046658
3,67,42,4.579663282650331
3,68,784,4.578551643833864
3,69,1241,4.49802200155235
3,70,1157,4.480219716887972
3,71,456,4.467289403206578
3,72,60,4.454464084770452
3,73,640,4.45382909528501
3,74,137,4.3997199789786325
3,75,29,4.364738950202724
3,76,893,4.3388317297830525
3,77,330,4.3157378988148665
3,78,853,4.307228669425211
3,79,126,4.300380665342798
3,80,671,4.28644294612335
3,81,57,4.285131955822014
3,82,958,4.278235485688415
3,83,1273,4.275858781001737
3,84,1116,4.2513727395487235
3,85,346,4.236937575957982
3,86,206,4.234868706940682
3,87,1309,4.192945623797463
3,88,537,4.191007873431795
3,89,1095,4.166815173037826
3,90,1246,4.152096906434619
3,91,826,4.148622380281205
3,92,450,4.137624403383363
3,93,1006,4.1125961428044615
3,94,535,4.110946166072329
3,95,718,4.087464151250682
3,96,228,4.071638249095323
3,97,1000,4.07078689042989
3,98,1297,4.0625172061251105
3,99,858,4.02643541482602
3,100,598,4.012567150444852
4,1,790,15.41122774629012
4,2,746,13.043927875362012
4,3,739,12.655200533770786
4,4,601,11.627994800785812
4,5,252,11.44607403774279
4,6,890,10.09680164026793
4,7,927,10.052447343866323
4,8,179,9.903596934116237
4,9,1252,9.797433229717566
4,10,77,9.779108699532173
4,11,527,9.773135952560992
4,12,565,9.618958356867628
4,13,79,9.601832792508821
4,14,320,9.543463743890316
4,15,175,9.491154936338871
4,16,80,9.448475359264451
4,17,332,9.434438672160946
4,18,420,9.258338207550151
4,19,581,9.232457275952646
4,20,1341,8.854627366542852
4,21,1299,8.716425766603692
4,22,980,8.6581921331461
4,23,1396,8.58026396057213
4,24,663,8.505345063934026
4,25,495,8.46320120119567
4,26,880,8.378008293711986
4,27,608,8.36813491895457
4,28,376,8.25470288166516
4,29,698,8.247299916797648
4,30,421,8.181356545722009
4,31,321,8.126322416680775
4,32,1314,7.810916806672094
4,33,1213,7.735068804191889
4,34,680,7.714597664356345
4,35,474,7.694702970586503
4,36,1280,7.687650090793911
4,37,530,7.648441538262771
4,38,648,7.5392671475235336
4,39,498,7.485673424914875
4,40,6,7.330511315008461
4,41,1381,7.275148083568832
4,42,672,7.178783888616387
4,43,1422,7.004176779653564
4,44,231,6.985018047391521
4,45,653,6.938259543559015
4,46,1322,6.825313254560822
4,47,668,6.818456424018252
4,48,1399,6.804315343606305
4,49,484,6.7820050501684435
4,50,677,6.698327614240058
4,51,666,6.691920094876535
4,52,809,6.59319743998467
4,53,534,6.566425340664409
4,54,1371,6.547299465449482
4,55,1226,6.5205969051514225
4,56,661,6.421433557200365
4,57,1105,6.40275857040711
4,58,556,6.400681425961184
4,59,738,6.356353413819118
4,60,596,6.223436131014839
4,61,862,6.197281886745939
4,62,682,6.138419618670898
4,63,72,6.137418702657876
4,64,1044,6.1270814897522
4,65,34,6.098879533149988
4,66,633,6.072984368740647
4,67,564,6.005684173668023
4,68,499,5.974354229076429
4,69,483,5.941323546221463
4,70,571,5.940242977119584
4,71,432,5.9014603597236945
4,72,1161,5.874415106300427
4,73,855,5.811033983516331
4,74,160,5.805200499574079
4,75,307,5.748859966946426
4,76,1267,5.672160853911997
4,77,351,5.619831140031168
4,78,611,5.582542751349321
4,79,194,5.574502045089185
4,80,462,5.568467876453315
4,81,26,5.566596296054515
4,82,1191,5.55686754497647
4,83,244,5.509581187567238
4,84,150,5.507453945285904
4,85,511,5.489375414444758
4,86,1118,5.4645972062649415
4,87,1190,5.464144168670509
4,88,64,5.435025890517013
4,89,1160,5.399124496799204
4,90,1240,5.350491559406612
4,91,568,5.27755910417811
4,92,1419,5.23588243184461
4,93,299,5.23120675010298
4,94,521,5.225813714056449
4,95,1224,5.178911020659781
4,96,473,5.161175072281261
4,97,643,5.147743535480107
4,98,690,5.12158044930189
4,99,102,5.117841829246078
4,100,683,5.112027528391106
5,1,1105,16.381404709015236
5,2,648,16.082822991414268
5,3,483,15.078986291385874
5,4,122,14.851661477043198
5,5,656,14.493266748290445
5,6,1038,14.073313848955669
5,7,451,13.664709284083457
5,8,630,13.303309320244448
5,9,839,12.667463540121721
5,10,388,12.610445323394796
5,11,1375,12.49667228238466
5,12,895,12.28842942708718
5,13,1166,12.082700915230763
5,14,126,12.054903912107793
5,15,733,12.004364642551359
5,16,587,11.998517896209288
5,17,137,11.857354671567247
5,18,560,11.723022485879087
5,19,327,11.663921012315047
5,20,535,11.578145841259046
5,21,497,11.374056294036638
5,22,1206,11.357564649107989
5,23,926,11.27137633207007
5,24,140,11.220913190584291
5,25,501,11.080099507318467
5,26,575,11.017451943343731
5,27,924,10.999856282464133
5,28,1361,10.883788083377238
5,29,408,10.866843010920183
5,30,579,10.746443940753938
5,31,252,10.728263908274483
5,32,664,10.711552360951204
5,33,1448,10.591179544819518
5,34,528,10.585122848299353
5,35,621,10.562458947631338
5,36,449,10.545048788752435
5,37,916,10.539553302800684
5,38,948,10.538748655117828
5,39,1405,10.428926068251377
5,40,1171,10.382510912752432
5,41,323,10.372328006009772
5,42,862,10.316364310925957
5,43,593,10.313263284632761
5,44,1158,10.305322494712382
5,45,461,10.30268918963378
5,46,1223,10.275473040151532
5,47,1242,10.207354432692973
5,48,481,10.203653329315006
5,49,175,10.145058389900388
5,50,1318,10.011512241936558
5,51,67,9.94017721344309
5,52,1136,9.88726981221547
5,53,378,9.882921586127377
5,54,381,9.871697298283694
5,55,945,9.803605820009908
5,56,5,9.76690099043668
5,57,670,9.766369571947827
5,58,1106,9.687539747219494
5,59,472,9.662410210393423
5,60,179,9.500235328645457
5,61,592,9.405446013359093
5,62,471,9.37556264618766
5,63,743,9.364041404018367
5,64,690,9.285112113588688
5,65,1138,9.248931719331212
5,66,445,9.247322044944944
5,67,1275,9.19920678188201
5,68,594,9.144586448173346
5,69,459,9.120489363060631
5,70,797,9.0901744926923
5,71,615,9.05462942281915
5,72,982,9.021416617352857
5,73,1053,8.985188423758558
5,74,582,8.983630543791373
5,75,525,8.968825288332884
5,76,1407,8.967640291128525
5,77,716,8.918701210881405
5,78,114,8.905608562146506
5,79,220,8.895721938192212
5,80,1081,8.879457369722575
5,81,692,8.876764234991523
5,82,1027,8.851592711591616
5,83,1099,8.832637240395725
5,84,526,8.80462608444141
5,85,634,8.793035861986152
5,86,1358,8.789246932444577
5,87,773,8.771402603193643
5,88,611,8.748329573605412
5,89,1419,8.732258053743731
5,90,883,8.705643697527009
5,91,1257,8.681621845286815
5,92,772,8.670647316729477
5,93,1009,8.626580570448436
5,94,340,8.601365834130167
5,95,482,8.580233842153115
5,96,321,8.556836046856303
5,97,606,8.556017076196952
5,98,646,8.519701681926684
5,99,398,8.517501853556505
5,100,534,8.51017568656027
6,1,1263,14.191897923112698
6,2,1045,13.405689946581289
6,3,312,12.383630238938705
6,4,400,11.575038387809125
6,5,652,11.572631883629963
6,6,386,11.300728939168447
6,7,1144,11.182099125772975
6,8,545,10.846219294390394
6,9,63,10.231012277113688
6,10,96,10.146822024918967
6,11,79,10.088806334915365
6,12,49,9.992063392589078
6,13,169,9.658165828738285
6,14,916,9.557136365851065
6,15,1201,9.327771902027603
6,16,967,9.263494247028849
6,17,581,9.136846046196169
6,18,398,9.107631955635648
6,19,1077,8.972806314836985
6,20,360,8.94566913817043
6,21,624,8.881922958163935
6,22,1111,8.671040388820202
6,23,1357,8.627342038157307
6,24,341,8.58751546316864
6,25,1341,8.482835261126523
6,26,26,8.385072069567777
6,27,807,8.283744141774928
6,28,15,8.201831810623078
6,29,418,8.176709568068741
6,30,489,8.175693162179247
6,31,95,8.137436437084062
6,32,1447,8.06029381363555
6,33,1084,8.06029381363555
6,34,248,8.049043723163859
6,35,627,8.023700409716449
6,36,602,8.02325109563081
6,37,1319,8.02268952378371
6,38,1012,7.9811283408912725
6,39,540,7.942234819776018
6,40,542,7.924133004047942
6,41,673,7.8833845940577065
6,42,688,7.798889561484197
6,43,197,7.794823685095024
6,44,311,7.7348151201465045
6,45,529,7.70039708261711
6,46,1240,7.6650956991691
6,47,212,7.6650956991691
6,48,228,7.648804899321779
6,49,590,7.648464477565215
6,50,66,7.5917085035788965
6,51,313,7.53130747678385
6,52,214,7.4979764901921255
6,53,419,7.490433336542427
6,54,387,7.465911691958737
6,55,667,7.451219915330974
6,56,544,7.417845345958227
6,57,1382,7.403320448368158
6,58,97,7.401641818868128
6,59,1343,7.401163890241836
6,60,1295,7.399730474613025
6,61,1289,7.399730474613025
6,62,657,7.362021341484034
6,63,180,7.313825668472599
6,64,98,7.275903580601922
6,65,606,7.187037571844665
6,66,698,7.158309474922326
6,67,1299,7.121890442851621
6,68,693,7.113000397820473
6,69,680,7.0630301076343525
6,70,528,7.053499389831749
6,71,517,7.036107805817771
6,72,965,6.952327524689365
6,73,122,6.841685565168316
6,74,1011,6.814573144066123
6,75,1227,6.734510035237264
6,76,109,6.630640541808828
6,77,140,6.571893243610642
6,78,530,6.549712617224186
6,79,1256,6.53554978407621
6,80,574,6.504116748223581
6,81,666,6.440639085623436
6,82,136,6.424576275193784
6,83,1223,6.407181466450344
6,84,563,6.309259566916608
6,85,637,6.260650923711127
6,86,482,6.257383598080478
6,87,42,6.247957815157175
6,88,218,6.245341280707115
6,89,327,6.236491612480556
6,90,1293,6.221728161774407
6,91,484,6.2022424467458315
6,92,1342,6.200304666380442
6,93,839,6.195501988567353
6,94,1297,6.177030244371091
6,95,150,6.172351978288183
6,96,439,6.155912940696029
6,97,142,6.0808552604419805
6,98,104,6.0476657126197475
6,99,1209,6.046708600028035
6,100,433,5.957662609680738
7,1,873,18.245759340241218
7,2,484,16.420082026218733
7,3,507,16.409209092056727
7,4,59,15.895700813452823
7,5,728,14.822982134915582
7,6,725,14.808934615292275
7,7,461,14.741503861676724
7,8,446,14.056042272662179
7,9,1328,13.731574055872565
7,10,512,13.334910220981934
7,11,374,13.329098502645627
7,12,180,13.115570739440962
7,13,611,13.109777572022091
7,14,1060,12.992808717092869
7,15,376,12.757277666152609
7,16,675,12.641221417359052
7,17,420,12.37655009526494
7,18,993,12.249646248040166
7,19,888,12.222909971051244
7,20,378,12.095629553902068
7,21,615,11.953802207284882
7,22,1072,11.940244422571757
7,23,150,11.894176908511808
7,24,406,11.825378828214896
7,25,1078,11.679611907319412
7,26,375,11.438714312254772
7,27,1285,11.279551142901074
7,28,533,11.243538868065007
7,29,511,11.14490557341336
7,30,704,11.093088862520409
7,31,571,11.072397370649828
7,32,490,11.026709785528745
7,33,167,11.007672349679531
7,34,664,10.951071295691541
7,35,527,10.91638290177433
7,36,1364,10.800096020035832
7,37,135,10.713565430676283
7,38,958,10.712524502330787
7,39,565,10.65351790454831
7,40,421,10.617782786741552
7,41,534,10.596783044174625
7,42,1180,10.524399742506333
7,43,1207,10.50547181447073
7,44,156,10.503244876878458
7,45,228,10.46303668251888
7,46,474,10.405522520393632
7,47,848,10.37226653448457
7,48,648,10.30186779811137
7,49,1136,10.292602955686844
7,50,508,10.273445266281383
7,51,528,10.246823345118045
7,52,408,10.148267723824425
7,53,637,10.09872022609705
7,54,250,10.044040079217677
7,55,1012,9.955726740291674
7,56,707,9.869764341588926
7,57,175,9.855482885794784
7,58,159,9.791972201541395
7,59,1248,9.771409944943622
7,60,674,9.730688240143527
7,61,990,9.702416366293965
7,62,809,9.702228168665037
7,63,711,9.599080048333313
7,64,796,9.553836512300151
7,65,825,9.542465288224102
7,66,546,9.501924148254613
7,67,179,9.47667902757247
7,68,1194,9.433473380011243
7,69,67,9.423332091652242
7,70,1427,9.411646245939824
7,71,26,9.402984789615811
7,72,148,9.375943168303069
7,73,165,9.338728539473106
7,74,692,9.161901805057408
7,75,523,9.100071451125306
7,76,874,9.075007199729368
7,77,495,9.063110551868622
7,78,1109,9.03735363196685
7,79,402,9.025228529293535
7,80,74,9.000421166040386
7,81,409,8.966713054922424
7,82,64,8.956789142210846
7,83,530,8.930882215254107
7,84,572,8.88275501842179
7,85,538,8.842139131142817
7,86,458,8.842139131142817
7,87,1252,8.815386259538247
7,88,1391,8.782409770542994
7,89,941,8.777743824909997
7,90,481,8.691834426277762
7,91,703,8.675732364173353
7,92,485,8.668054439943289
7,93,1191,8.66375915015151
7,94,822,8.657251196774112
7,95,790,8.653572650526696
7,96,115,8.643973295508973
7,97,368,8.59225678767718
7,98,501,8.503789144551146
7,99,1334,8.49371351701095
7,100,243,8.473065225093473
8,1,159,15.309612746958074
8,2,434,14.699798265954486
8,3,1010,13.61810425051559
8,4,52,12.75801571364335
8,5,641,12.320179555008249
8,6,456,11.840522338760282
8,7,817,11.599258118522936
8,8,595,11.551391503579959
8,9,1139,11.237727767761125
8,10,1124,11.196146215648092
8,11,761,10.805308744398888
8,12,1443,10.635232075558221
8,13,590,10.589209441282861
8,14,796,10.37629883594745
8,15,530,10.346276857005172
8,16,902,9.693381987327463
8,17,1175,9.67708549399044
8,18,389,9.675617922925326
8,19,825,9.449332389872534
8,20,1024,9.42325832752965
8,21,1120,9.423252453366722
8,22,539,9.365298216838447
8,23,461,9.293183603216889
8,24,148,9.250651232539177
8,25,1323,9.136368538467513
8,26,168,9.104506168813508
8,27,640,8.941657502047256
8,28,702,8.622310876898254
8,29,644,8.622276702888916
8,30,565,8.526281063500527
8,31,151,8.461795544208979
8,32,1164,8.382525805713481
8,33,1162,8.361724822539832
8,34,1027,8.268048647715233
8,35,1171,8.254862908628452
8,36,136,8.246614805568155
8,37,637,8.237118459434113
8,38,1414,8.165753605795445
8,39,257,8.144669867423234
8,40,572,8.13757914010436
8,41,120,8.135957133045025
8,42,477,8.11363994621486
8,43,746,8.106057043580758
8,44,135,8.058156367930753
8,45,1448,8.049909622921161
8,46,600,8.046577610740055
8,47,807,8.042782984381843
8,48,30,8.039045840482464
8,49,328,8.03424582493654
8,50,133,7.953475046456802
8,51,769,7.938680109946496
8,52,78,7.928277784426234
8,53,755,7.891812098574716
8,54,378,7.8863571064689175
8,55,480,7.8075232002136445
8,56,82,7.79536851601676
8,57,866,7.687042006467893
8,58,966,7.676345108246898
8,59,514,7.670543744068578
8,60,388,7.549834574060489
8,61,650,7.545652698782604
8,62,1055,7.5427647655054635
8,63,259,7.528389337476492
8,64,895,7.512338355851145
8,65,445,7.5030308770996275
8,66,37,7.238454048857724
8,67,1421,7.188146526101105
8,68,788,7.185559178606454
8,69,199,7.140337152914716
8,70,1192,7.064860182558713
8,71,773,6.986872447518153
8,72,1280,6.976558579743054
8,73,779,6.9745513945941795
8,74,1136,6.953979183375771
8,75,1283,6.941671824112712
8,76,134,6.885213724876159
8,77,175,6.828729139261527
8,78,1126,6.826222441173574
8,79,556,6.815857949769646
8,80,628,6.754709746440055
8,81,1392,6.7467289077534645
8,82,1169,6.677606821030507
8,83,174,6.652171545862149
8,84,195,6.645684414728264
8,85,478,6.6275171317217705
8,86,888,6.611799266822939
8,87,1430,6.560387673634096
8,88,1427,6.519926738239882
8,89,830,6.4847218532013535
8,90,390,6.4815634637141795
8,91,631,6.44435207423489
8,92,73,6.410488400252904
8,93,1161,6.393057643248373
8,94,439,6.343349431388333
8,95,85,6.324284064576658
8,96,1087,6.310034270162101
8,97,798,6.308465829605214
8,98,1142,6.300771705042463
8,99,508,6.297793883411901
8,100,790,6.248913846377919
9,1,1120,15.072331024004168
9,2,571,14.68864896046992
9,3,565,12.932302240541361
9,4,175,12.812153170517501
9,5,1129,12.213179291827684
9,6,135,11.711519130919465
9,7,179,11.65725319236629
9,8,1294,11.536758623745854
9,9,1327,11.211378838007388
9,10,1136,11.194891884989765
9,11,483,11.141223635017862
9,12,309,10.491270859215993
9,13,1144,9.937020850565057
9,14,1224,9.928005867342035
9,15,986,9.842742010943399
9,16,1323,9.698289443208116
9,17,790,9.624617619930893
9,18,212,9.601815141778424
9,19,26,9.25914633013964
9,20,71,9.121982579050787
9,21,1419,9.116197182220892
9,22,446,8.956799999662652
9,23,1027,8.702480979299303
9,24,661,8.60257044417942
9,25,591,8.549536866237764
9,26,1382,8.475816938760463
9,27,830,8.371998119786687
9,28,114,8.36765442615718
9,29,420,8.346100117727536
9,30,315,8.303331277382636
9,31,608,8.259331560208144
9,32,534,8.195954517836613
9,33,180,8.162944320695052
9,34,490,8.11571181684334
9,35,429,8.084540575421682
9,36,73,7.928682152793207
9,37,454,7.896927878338853
9,38,989,7.865631756397823
9,39,540,7.831713832306594
9,40,615,7.725509828714321
9,41,72,7.694620139484481
9,42,488,7.68013298861203
9,43,616,7.6224557288568455
9,44,1364,7.500534469638836
9,45,1012,7.497256011839952
9,46,77,7.448890234090319
9,47,1124,7.434989208084641
9,48,630,7.4175606032810055
9,49,633,7.377157453776543
9,50,509,7.370946219052888
9,51,595,7.324033531535515
9,52,312,7.316515185694836
9,53,659,7.310726249365927
9,54,291,7.30228730124705
9,55,564,7.293481931485805
9,56,67,7.265486352355674
9,57,682,7.240843641032834
9,58,1134,7.221760863962698
9,59,746,7.213192988861943
9,60,517,7.170693997710273
9,61,42,7.167392792218804
9,62,617,7.154786530966909
9,63,853,7.108525217712968
9,64,606,7.0922860401757415
9,65,126,7.068860925724528
9,66,1172,7.041036465708135
9,67,498,7.028729054344183
9,68,47,7.019182376105172
9,69,573,6.957900462841236
9,70,539,6.880644579336105
9,71,497,6.864420635085021
9,72,626,6.8593987216502015
9,73,514,6.843120180194218
9,74,572,6.798960671770051
9,75,722,6.796440995362353
9,76,575,6.7840940446765
9,77,267,6.770398622655936
9,78,1092,6.768700634305841
9,79,601,6.746870515813942
9,80,643,6.663433973000208
9,81,128,6.660673037181652
9,82,372,6.553884595019456
9,83,543,6.51922454321539
9,84,1220,6.48867445475774
9,85,531,6.471805515325566
9,86,567,6.466497512503331
9,87,1255,6.3517921946166425
9,88,478,6.341643686503293
9,89,624,6.274258251087352
9,90,382,6.224613279207002
9,91,837,6.19817723921226
9,92,871,6.195341464393881
9,93,448,6.192892041206285
9,94,381,6.1692044581825165
9,95,731,6.161508802889482
9,96,459,6.118682390586033
9,97,1146,6.115052375771047
9,98,516,6.090453064786315
9,99,530,6.089548777878604
9,100,445,6.067707940070154
10,1,1385,15.087965985108365
10,2,1054,14.107918568069742
10,3,826,12.922959197007152
10,4,1411,12.530121064168902
10,5,462,11.96511692292034
10,6,25,11.534223751244582
10,7,129,11.251564669524733
10,8,552,11.017425371945205
10,9,1448,10.979421535805695
10,10,797,10.90784844304727
10,11,590,10.819476526845284
10,12,893,10.807151812478875
10,13,536,10.699518938325143
10,14,728,10.657432562623265
10,15,572,10.569018531233286
10,16,1224,10.225048294571307
10,17,722,9.685690633866646
10,18,1361,9.629860638173012
10,19,471,9.5760821348664
10,20,558,9.32055421405244
10,21,28,9.298855663507497
10,22,466,9.171628504035542
10,23,803,9.061982053927037
10,24,229,9.060289650985036
10,25,175,9.044023346532946
10,26,1244,8.925888432004342
10,27,581,8.900307179258622
10,28,1242,8.73283157328486
10,29,1024,8.654999449338467
10,30,634,8.552942396256906
10,31,179,8.533550500211497
10,32,243,8.3761509548466
10,33,1264,8.342628807146436
10,34,648,8.2669266774747
10,35,745,8.26336690846465
10,36,594,8.260326602511345
10,37,1261,8.226308222258158
10,38,518,8.219251733435906
10,39,664,8.1513201396316
10,40,157,8.108490732584261
10,41,641,7.967804938270869
10,42,672,7.819564569447125
10,43,611,7.80102839595132
10,44,895,7.763750250923781
10,45,575,7.709530816080898
10,46,1340,7.707037419187609
10,47,19,7.6692277499129595
10,48,631,7.664266902052078
10,49,259,7.610687355200638
10,50,650,7.535430921748168
10,51,514,7.51959064138496
10,52,67,7.257003335825902
10,53,174,7.225550715165513
10,54,907,7.191737643623273
10,55,1364,7.159690419098178
10,56,1282,7.09740404346682
10,57,827,7.038354981547707
10,58,1027,7.036185594031769
10,59,277,6.999478539786201
10,60,321,6.981047593475626
10,61,729,6.977870116199269
10,62,6,6.965639645348258
10,63,35,6.9579772523197825
10,64,1404,6.95089455427371
10,65,1125,6.946353452656126
10,66,1231,6.919094189379644
10,67,1158,6.903821784820149
10,68,483,6.892268331850361
10,69,889,6.820650867853616
10,70,1415,6.819266697475154
10,71,1191,6.7963731830382645
10,72,762,6.795677087954775
10,73,604,6.787410142476258
10,74,1185,6.7838001203753215
10,75,618,6.766118456543342
10,76,1072,6.721303748607211
10,77,73,6.700009914051838
10,78,1081,6.689688109680211
10,79,1190,6.681673578348332
10,80,1407,6.674968660998399
10,81,549,6.573949941799137
10,82,1099,6.526523729396225
10,83,564,6.5099432106268775
10,84,1315,6.509337261706985
10,85,503,6.459037643719427
10,86,445,6.450406439596549
10,87,176,6.439007199238265
10,88,1345,6.415220896793862
10,89,1015,6.40550503773802
10,90,475,6.367837197543576
10,91,375,6.357453286521088
10,92,689,6.356086311305342
10,93,1173,6.236059800817325
10,94,571,6.222556575165545
10,95,644,6.19138630342985
10,96,1124,6.174266271175316
10,97,1281,6.162625521620454
10,98,1108,6.133090074014728
10,99,813,6.086628621503347
10,100,829,6.07762570708136
11,1,474,10.73975890151165
11,2,965,10.468920463752509
11,3,1089,10.044543188846168
11,4,560,9.583041301965451
11,5,575,9.04106854580149
11,6,771,8.859445035319952
11,7,1098,8.594508918821255
11,8,899,8.585512314267916
11,9,513,8.507641965691606
11,10,147,8.30574953562702
11,11,128,8.140353666426394
11,12,686,8.034783161752703
11,13,381,7.922711272295995
11,14,646,7.909629123961487
11,15,484,7.904776411064274
11,16,523,7.754788792688418
11,17,565,7.74765533706211
11,18,440,7.6123795183805045
11,19,514,7.562813581239493
11,20,309,7.494084709871853
11,21,383,7.487666663462386
11,22,1099,7.477386102013071
11,23,134,7.416807490056239
11,24,1174,7.407541268367161
11,25,1102,7.396583814780037
11,26,827,7.377507876315886
11,27,956,7.349804648830606
11,28,41,7.294324143783124
11,29,1126,7.289060538589691
11,30,1106,7.28518811868509
11,31,544,7.274424158769524
11,32,166,7.27442283781247
11,33,829,7.24760069815925
11,34,378,7.245980407830433
11,35,163,7.154488017081173
11,36,386,7.149350012529813
11,37,509,7.132006276844965
11,38,6,7.120491959012238
11,39,1287,7.092904280764093
11,40,459,7.071967482416442
11,41,731,7.026513885692374
11,42,1358,7.024871214763319
11,43,1446,6.947557929273329
11,44,29,6.926700057945499
11,45,481,6.8883591808775755
11,46,1278,6.816972372645326
11,47,966,6.787305021999307
11,48,110,6.761839524995036
11,49,486,6.758052103285974
11,50,1095,6.735640404904927
11,51,1190,6.718750991898737
11,52,1191,6.669085297024198
11,53,895,6.6626954226754105
11,54,533,6.662243115723584
11,55,1362,6.626414109332706
11,56,388,6.558551866516456
11,57,1256,6.540174804999615
11,58,719,6.520794694804147
11,59,525,6.467178116672445
11,60,615,6.448105997538576
11,61,120,6.444458485971424
11,62,88,6.435677879245657
11,63,137,6.419705542175698
11,64,461,6.412047582037608
11,65,637,6.388546615877033
11,66,1284,6.368984488315242
11,67,1289,6.289705640086018
11,68,1121,6.285454019958569
11,69,471,6.256601650324113
11,70,630,6.250465364833985
11,71,202,6.193757666280899
11,72,1432,6.186787896763818
11,73,98,6.184453872291503
11,74,259,6.058678566267969
